path,size,modified_at,git_status,category,ownership_class,referenced_by,runtime_relevance,confidence,recommended_action,reason,snapshot_status,snapshot_reason,restoration_required
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/bidiTab/BidiParser.js.map,7221,2026-08-27T19:56:26,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/bidiTab/bidiTab.d.ts,1177,2026-08-27T19:56:31,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/bidiTab/bidiTab.js,2258,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/bidiTab/bidiTab.js.map,1088,2026-08-27T19:56:26,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/bidiTab/mapperTabPage.d.ts,813,2026-08-27T19:56:32,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/bidiTab/mapperTabPage.js,3307,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/bidiTab/mapperTabPage.js.map,1563,2026-08-27T19:56:30,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/bidiTab/Transport.d.ts,1529,2026-08-27T19:56:32,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/bidiTab/Transport.js,4831,2026-08-27T19:56:25,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/bidiTab/Transport.js.map,4246,2026-08-27T19:56:30,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/cdp/cdp.d.ts,737,2026-08-27T19:56:31,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/cdp/cdp.js,768,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/cdp/cdp.js.map,199,2026-08-27T19:56:26,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/cdp/CdpClient.d.ts,2706,2026-08-27T19:56:31,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/cdp/CdpClient.js,1406,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/cdp/CdpClient.js.map,719,2026-08-27T19:56:26,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/cdp/CdpConnection.d.ts,2002,2026-08-27T19:56:31,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/cdp/CdpConnection.js,5087,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/cdp/CdpConnection.js.map,4058,2026-08-27T19:56:26,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/cdp/cdpMessage.d.ts,1159,2026-08-27T19:56:31,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/cdp/cdpMessage.js,49,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/cdp/cdpMessage.js.map,122,2026-08-27T19:56:26,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/index.d.ts,746,2026-08-27T19:56:31,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/index.js,779,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/index.js.map,203,2026-08-27T19:56:26,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/package.json,18,2026-08-27T19:56:25,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/generated/webdriver-bidi-bluetooth.d.ts,74235,2026-08-27T19:56:32,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/generated/webdriver-bidi-bluetooth.js,14295,2026-08-27T19:56:25,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/generated/webdriver-bidi-bluetooth.js.map,12609,2026-08-27T19:56:30,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/generated/webdriver-bidi-nav-speculation.d.ts,3583,2026-08-27T19:56:32,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/generated/webdriver-bidi-nav-speculation.js,1827,2026-08-27T19:56:25,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/generated/webdriver-bidi-nav-speculation.js.map,1066,2026-08-27T19:56:30,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/generated/webdriver-bidi-permissions.d.ts,5692,2026-08-27T19:56:32,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/generated/webdriver-bidi-permissions.js,2065,2026-08-27T19:56:25,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/generated/webdriver-bidi-permissions.js.map,1330,2026-08-27T19:56:30,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/generated/webdriver-bidi-ua-client-hints.d.ts,16074,2026-08-27T19:56:32,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/generated/webdriver-bidi-ua-client-hints.js,2845,2026-08-27T19:56:25,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/generated/webdriver-bidi-ua-client-hints.js.map,2072,2026-08-27T19:56:31,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/generated/webdriver-bidi.d.ts,2271192,2026-08-27T19:56:35,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/generated/webdriver-bidi.js,112522,2026-08-27T19:56:25,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/generated/webdriver-bidi.js.map,112893,2026-08-27T19:56:31,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/protocol-parser.d.ts,10359,2026-08-27T19:56:32,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/protocol-parser.js,23526,2026-08-27T19:56:25,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol-parser/protocol-parser.js.map,13263,2026-08-27T19:56:30,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol/cdp.d.ts,2844,2026-08-27T19:56:31,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol/cdp.js,42,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol/cdp.js.map,113,2026-08-27T19:56:26,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol/chromium-bidi.d.ts,5431,2026-08-27T19:56:31,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol/chromium-bidi.js,5379,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol/chromium-bidi.js.map,2680,2026-08-27T19:56:26,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol/ErrorResponse.d.ts,4666,2026-08-27T19:56:31,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol/ErrorResponse.js,6336,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol/ErrorResponse.js.map,3966,2026-08-27T19:56:26,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol/generated/webdriver-bidi-bluetooth.d.ts,10281,2026-08-27T19:56:32,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol/generated/webdriver-bidi-bluetooth.js,699,2026-08-27T19:56:25,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol/generated/webdriver-bidi-bluetooth.js.map,191,2026-08-27T19:56:30,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol/generated/webdriver-bidi-nav-speculation.d.ts,1459,2026-08-27T19:56:32,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@lhci/utils/node_modules/chromium-bidi/lib/esm/protocol/generated/webdriver-bidi-nav-speculation.js,705,2026-08-27T19:56:25,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
